DataSource	Name	Country	CatalogId	NoradId	BirthDate	Operator	Users	Purpose	DetailedPurpose	LaunchMass	DryMass	Power	Lifetime	Contractor	LaunchSite	LaunchVehicle	OrbitType	Epoch	SMA	Ecc	Inc	RAAN	ArgP	MeanAnom	OpsStatusCode	ObjectType
CELESTRAK	HST		1990-037B	20580	1990-04-24	US												2026-08-03T01:49:54.868800	6850213.859166441	0.00017995	0.4969493432495974	2.0940320739087808	5.4957625618498245	0.7882081434931593	+	PAY
CELESTRAK	SKYNET 4C		1990-079A	20776	1990-08-30	UK												2026-08-02T16:15:12.869856	42647016.1504658	0.0003352	0.23253370690170852	6.10015262852294	2.5867158324665036	2.3682651872991376	+	PAY
CELESTRAK	TDRS 5		1991-054B	21639	1991-08-02	US												2026-08-03T13:49:39.555264	42161937.23983327	0.00083747	0.24548579528075842	6.168309481142572	4.368532937803026	1.8943856061024014	+	PAY
CELESTRAK	LAGEOS 2		1992-070B	22195	1992-10-22	IT												2026-08-03T06:00:13.888800	12161880.49367563	0.01379939	0.918744808908319	4.13501137454469	3.629473266046028	2.284660425470105	+	PAY
CELESTRAK	TDRS 6		1993-003B	22314	1993-01-13	US												2026-08-03T04:27:29.875680	42164442.095946305	0.00091988	0.24755401044437172	6.225655764375349	3.293364740013968	2.573774216062966	+	PAY
CELESTRAK	SCD 1		1993-009B	22490	1993-02-09	BRAZ												2026-08-03T12:32:10.422240	7116432.52326907	0.00416397	0.4358052235644801	4.805071199653344	4.8717846649815755	4.0138663258345115	P	PAY
CELESTRAK	UFO 2 (USA 95)		1993-056A	22787	1993-09-03	US												2026-08-03T02:19:29.537760	42165330.48981343	0.00008395	0.20789838450980855	0.057398643110337516	5.937688655101048	0.5535259362822457	+	PAY
CELESTRAK	STELLA		1993-061B	22824	1993-09-26	FR												2026-08-03T15:56:29.679360	7178331.355182108	0.00074917	1.7238512302192874	4.888307697010206	1.7072723476545932	1.0539065968412638	+	PAY
CELESTRAK	EYESAT A (AO-27)		1993-061C	22825	1993-09-26	US												2026-08-03T11:28:15.071808	7166682.617937516	0.00076689	1.7223799176598562	4.9369657312265565	5.731779945938513	0.5526637436317604	P	PAY
CELESTRAK	ITAMSAT (IO-26)		1993-061D	22826	1993-09-26	IT												2026-08-03T10:38:16.440576	7165253.641087888	0.00079251	1.7222891605387525	4.9350039811473145	5.404762839980092	0.8792672065574594	P	PAY
CELESTRAK	RADIO ROSTO (RS15)		1994-085A	23439	1994-12-26	CIS												2026-08-03T13:33:04.548672	8400450.804210655	0.01576575	1.1311932667780769	3.954788675983755	6.199001096038892	0.08313526826024589	P	PAY
CELESTRAK	UFO 4 (USA 108)		1995-003A	23467	1995-01-29	US												2026-08-03T15:27:56.783808	42165039.21257529	0.00028693	0.168672109571236	0.22571470551416664	1.9211659381450024	4.0741552341861516	+	PAY
CELESTRAK	TDRS 7		1995-035B	23613	1995-07-13	US												2026-08-03T09:27:19.834848	42165584.76577856	0.00107334	0.23313759082289853	6.071291864011962	1.5629755064167101	1.8423538504419463	+	PAY
CELESTRAK	USA 115 (MILSTAR-1 2)		1995-060A	23712	1995-11-06	US												2026-08-03T10:50:11.660640	42164412.661166266	0.00066839	0.2459029289719851	0.0590671778752441	2.3634184079663494	4.290670309213056	+	PAY
CELESTRAK	POLAR		1996-013A	23802	1996-02-24	US												2026-07-30T22:34:35.890752	35490828.32562215	0.65146061	1.3947798717312685	3.953697845201259	3.622898610753765	1.6198645133854652	P	PAY
CELESTRAK	INMARSAT 3-F1		1996-020A	23839	1996-04-03	IM												2026-08-03T13:21:27.659232	42244741.755775735	0.00051269	0.18670310607358942	0.8061152216186209	1.9403017280638681	3.669409889990163	B	PAY
CELESTRAK	USA 119		1996-029A	23893	1996-05-12	US												2026-08-03T08:26:54.978144	7463566.843099958	0.08536066	1.1051058304485177	1.1980673023974915	0.8715790312024243	5.538622612291049	+	PAY
CELESTRAK	JAS-2 (FO-29)		1996-046B	24278	1996-08-17	JPN												2026-08-03T11:31:07.079520	7438365.976356053	0.03493908	1.7195088510403256	1.0100063301658506	5.827546161995443	0.427504437641995	P	PAY
CELESTRAK	INMARSAT 3-F2		1996-053A	24307	1996-09-06	IM												2026-08-03T12:56:16.563840	42246314.663517	0.0006058	0.1738487561326512	0.9327615481310855	1.2872344285526298	2.10891798709904	B	PAY
CELESTRAK	INMARSAT 3-F3		1996-070A	24674	1996-12-18	IM												2026-08-03T07:17:49.908768	42241107.22016091	0.00040353	0.18181967482650926	0.8585117510927428	1.83876894415835	4.5711935892276	B	PAY
CELESTRAK	NAVSTAR 43 (USA 132)		1997-035A	24876	1997-07-23	US												2026-08-03T13:36:16.584768	26560291.579703793	0.01046153	0.9777142483454515	1.6881208497724594	1.0125056416547065	5.2896775744328375	+	PAY
CELESTRAK	FORTE		1997-047A	24920	1997-08-29	US												2026-08-03T14:06:40.770432	7176688.435111442	0.00236502	1.2208962090135775	4.659238468673706	3.8332893254354223	2.448840057546708	+	PAY
CELESTRAK	USA 134		1997-065A	25019	1997-10-25	US												2026-08-03T13:05:28.032576	42163653.261600696	0.00015948	0.22408107733429997	0.37269237248311315	5.561812802062298	0.9828577336510786	+	PAY
CELESTRAK	ORBCOMM FM06		1997-084G	25118	1997-12-23	ORB												2026-08-02T07:49:49.671840	7111433.7484162655	0.00018662	0.7856128388954436	3.3262223085120133	5.043011936577732	3.6809552429921046	+	PAY
CELESTRAK	INMARSAT 3-F5		1998-006B	25153	1998-02-04	IM												2026-08-03T10:29:15.116928	42164015.997474566	0.00046778	0.17093929226957663	0.9210626061549675	1.4434396512768704	4.884771659945666	+	PAY
CELESTRAK	ORBCOMM FM04		1998-007C	25159	1998-02-10	ORB												2026-08-03T01:47:49.320960	7150511.55371668	0.00420615	1.8843028390136298	4.6412860119876935	4.275115934919282	2.002433704105614	+	PAY
CELESTRAK	CELESTIS-02 & TAURUS R/B		1998-007D	25160	1998-02-10	US												2026-08-03T10:30:23.939712	7195054.181375198	0.00605753	1.8852051742369111	1.1824780215186783	0.8948844127043045	0.2540588525665546	+	PAY
CELESTRAK	TECHSAT 1B (GO-32)		1998-043D	25397	1998-07-10	ISRA												2026-08-03T11:28:42.699072	7188524.142445701	0.00023705	1.7280539830580894	3.655363480170112	1.4697644523847007	4.815948091551773	P	PAY
CELESTRAK	WESTPAC		1998-043E	25398	1998-07-10	AUS												2026-08-03T12:23:36.509856	7193174.050529065	0.00023875	1.7281831374227374	3.5376602207448666	1.421617799639185	4.864094744297288	+	PAY
CELESTRAK	ORBCOMM FM19		1998-046C	25415	1998-08-02	ORB												2026-08-03T11:25:18.708672	7138034.294756372	0.0004303	0.7853074062763444	0.32751801545374387	3.1691304585277598	3.687414706553736	+	PAY
CELESTRAK	ORBCOMM FM20		1998-046D	25416	1998-08-02	ORB												2026-08-03T11:02:48.031296	7142830.049271049	0.00014026	0.7853074062763444	0.47624624766244067	2.963457368814244	3.321258592119341	+	PAY
CELESTRAK	ORBCOMM FM27		1998-053G	25481	1998-09-23	ORB												2026-08-03T09:22:47.496000	7139218.817431441	0.00010219	0.785485429860048	1.939703080130434	0.34598359893984393	5.938753305944764	+	PAY
CELESTRAK	SCD 2		1998-060A	25504	1998-10-23	BRAZ												2026-08-03T02:30:04.825728	7118386.786944646	0.00165272	0.4362345745604707	2.4926548030887736	4.5153133825664975	2.149884355301851	+	PAY
CELESTRAK	ISS (ZARYA)		1998-067A	25544	1998-11-20	ISS												2026-08-03T02:05:05.535168	6796844.939810365	0.00071881	0.9011344367556963	1.1867296435765364	0.11742924273268249	6.167646256026814	+	PAY
CELESTRAK	SWAS		1998-071A	25560	1998-12-06	US												2026-08-03T02:57:44.052192	6914706.488400829	0.00068811	1.2199135886447046	1.8580600683806434	3.6572973049813218	2.627242377697812	B	PAY
CELESTRAK	ISS (UNITY)		1998-069F	25575	1998-12-04	ISS												2026-08-03T02:05:05.535168	6796844.939810365	0.00071881	0.9011344367556963	1.1867296435765364	0.11742924273268249	6.167646256026814	+	PAY
CELESTRAK	DLR-TUBSAT		1999-029B	25757	1999-05-26	GER												2026-08-03T13:14:54.032928	7095835.0777392695	0.00137024	1.7221634968326087	3.7109504715168793	3.5226189732511792	2.7616344754306272	+	PAY
CELESTRAK	CXO		1999-040B	25867	1999-07-23	US												2026-08-04T23:30:02.962080	80790916.35111403	0.7765389	0.9921760465274765	2.0134746569537305	5.40682581915595	0.010922270458980515	+	PAY
CELESTRAK	ABS-6		1999-053A	25924	1999-09-26	ABS												2026-08-03T15:19:48.648000	42164320.152192004	0.00034376	0.0012932889757277981	4.649976006333372	3.6432159885762316	3.9439048027683183	+	PAY
CELESTRAK	NAVSTAR 46 (USA 145)		1999-055A	25933	1999-10-07	US												2026-08-03T04:07:30.597024	26560677.746337682	0.01060443	0.8974378293999723	5.120981030252074	3.1079566682453583	3.305157929769694	B	PAY
CELESTRAK	UFO 10 (USA 146)		1999-063A	25967	1999-11-23	US												2026-08-03T07:12:42.900192	42163675.40676661	0.00019965	0.17207026562486896	0.47042382927778753	2.6715929393202402	3.7896508581478074	+	PAY
CELESTRAK	ORBCOMM FM32		1999-065C	25982	1999-12-04	ORB												2026-08-02T14:05:09.156192	7145929.579628845	0.00068497	0.7856896333825314	5.473404894131777	4.7788231930326015	1.5044755605483642	+	PAY
CELESTRAK	XMM-NEWTON		1999-066A	25989	1999-12-10	ESA												2026-08-05T05:12:00.284544	66944373.315851815	0.46625378	1.12100927059269	4.928017428151581	1.1178048460860284	6.282947942401315	+	PAY
CELESTRAK	TERRA		1999-068A	25994	1999-12-18	US												2026-08-03T15:08:48.436224	7067640.232740192	0.00036851	1.7094208479637982	4.59525993428335	1.4830551346386376	1.3178405223156022	X	PAY
CELESTRAK	ASIASTAR		2000-016A	26107	2000-03-21	US												2026-08-03T12:57:08.980128	42164082.434488416	0.00040335	0.16117941109242434	1.005899570435908	1.3108138267470733	2.071222365914467	+	PAY
CELESTRAK	IMAGE		2000-017A	26113	2000-03-25	US												2026-08-01T08:03:31.001472	29811318.013225812	0.74018307	1.6452049487951708	5.514481218077464	4.934438494469669	0.18343584971385604	P	PAY
CELESTRAK	USA 149 (DSP 20)		2000-024A	26356	2000-05-08	US												2026-08-03T03:27:38.642400	42166062.48975544	0.00008578	0.2304724730551032	0.2007948944541916	3.6920119038034884	5.852842964173849	P	PAY
CELESTRAK	TDRS 8		2000-034A	26388	2000-06-30	US												2026-08-02T23:08:38.485248	42165568.50545878	0.00029927	0.2226324540551447	0.5395842462173149	0.8557663481793556	5.296718232635383	+	PAY
CELESTRAK	ISS (ZVEZDA)		2000-037A	26400	2000-07-12	ISS												2026-08-03T02:05:05.535168	6796844.939810365	0.00071881	0.9011344367556963	1.1867296435765364	0.11742924273268249	6.167646256026814	+	PAY
CELESTRAK	NAVSTAR 48 (USA 151)		2000-040A	26407	2000-07-16	US												2026-08-03T04:04:29.905248	26560843.376748864	0.01199449	0.95725200819507	3.7227227173215813	5.2884261733591575	1.1131709969219834	+	PAY
CELESTRAK	CLUSTER II-FM7 (SAMBA)		2000-041A	26410	2000-07-16	ESA												2026-08-02T23:34:31.741248	72097313.48603927	0.91091677	2.6126461891633834	1.0371060574615665	4.837200965853309	6.2765216400954715	+	PAY
CELESTRAK	CLUSTER II-FM8 (TANGO)		2000-045B	26464	2000-08-09	ESA												2026-08-01T10:57:54.482112	72548385.63513185	0.91107713	2.6161159037163486	1.0516603580939472	4.848983683633522	0.035276594841309385	+	PAY
CELESTRAK	NSS-11		2000-059A	26554	2000-10-01	SES												2026-08-03T15:29:49.197120	42164676.45469443	0.00030846	0.0391512257807368	1.4104005685366177	1.1281529032211028	3.7564005905680635	+	PAY
CELESTRAK	USA 153		2000-065A	26575	2000-10-20	US												2026-08-03T10:33:39.466368	42165553.366554454	0.00018033	0.20426635433640833	0.6111252922565624	1.3049233405215923	2.3571003160741295	+	PAY
CELESTRAK	AMC-6		2000-067A	26580	2000-10-21	SES												2026-08-03T13:17:21.954048	42164610.85634344	0.000423	0.004667010419832838	1.46637676830658	0.8333458486082366	4.269961977638143	+	PAY
CELESTRAK	NAVSTAR 49 (USA 154)		2000-071A	26605	2000-11-10	US												2026-08-03T12:12:14.654880	26560372.625858217	0.01740762	0.9713176166368923	1.6246344982311656	4.659165164845122	4.71409591239314	B	PAY
CELESTRAK	ISS (DESTINY)		2001-006B	26700	2001-02-07	ISS												2026-08-03T02:05:05.535168	6796844.939810365	0.00071881	0.9011344367556963	1.1867296435765364	0.11742924273268249	6.167646256026814	+	PAY
CELESTRAK	ODIN		2001-007A	26702	2001-02-20	SWED												2026-08-03T13:19:32.775744	6532502.058331896	0.0013244	1.6991251507062837	4.54661935335952	4.744040526369607	1.5387677896915486	+	PAY
CELESTRAK	USA 157 (MILSTAR-2 2)		2001-009A	26715	2001-02-27	US												2026-08-03T13:27:13.596192	42164737.848254055	0.00416911	0.20234474682996262	0.3395380980122289	3.1199924587671117	2.891013987551715	+	PAY
CELESTRAK	BSAT-2A		2001-011B	26720	2001-03-08	JPN												2026-08-03T12:52:31.922976	42474984.77521836	0.00044249	0.1890383566127578	0.8210482586986845	3.086078966071609	0.17676171065422974	P	PAY
CELESTRAK	OMNI-M1		2001-026A	26857	2001-06-19	NICO												2026-07-31T01:16:37.194528	16979077.496234726	0.00134877	0.7822757693656305	4.10419758660073	1.0623574810794205	5.224027014619072	P	PAY
CELESTRAK	INTELSAT 902 (IS-902)		2001-039A	26900	2001-08-30	ITSO												2026-08-03T10:30:22.508928	42165266.01029928	0.00042221	0.10877764563054658	1.242553999701575	1.1174819601744093	4.9614143033884925	+	PAY
CELESTRAK	PCSAT (NO-44)		2001-043C	26931	2001-09-30	US												2026-08-03T08:59:20.564448	7163284.0464498745	0.00057382	1.1702589714254659	2.1332129702868015	4.683036033024648	1.6009259456720744	P	PAY
CELESTRAK	PROBA-1		2001-049B	26958	2001-10-22	ESA												2026-08-03T14:13:21.611136	6921402.028297216	0.00539228	1.709726280582897	3.9407614647854765	5.654495021330953	0.624498004985343	+	PAY
CELESTRAK	TIMED		2001-055B	26998	2001-12-07	US												2026-08-03T05:48:02.249280	6959313.1141009955	0.00024781	1.292733961025664	2.4481803230894537	4.8802599838292595	1.404503100994129	+	PAY
CELESTRAK	MAROC-TUBSAT		2001-056D	27004	2001-12-10	GER												2026-08-03T10:56:59.281152	7376759.608054091	0.00201521	1.7420375610250685	0.5796919124281447	0.4212840841878872	0.08213519459885316	+	PAY
CELESTRAK	COSMOS 2385		2001-058B	27056	2001-12-28	CIS												2026-08-03T14:37:35.124384	7798747.555444743	0.0007207	1.440549386035568	3.307803848915717	2.087713982016561	6.269753253256238	+	PAY
CELESTRAK	COSMOS 2386		2001-058C	27057	2001-12-28	CIS												2026-08-03T08:31:13.964736	7794415.203512972	0.00012684	1.4406785404002151	3.2109764726735754	1.1966012258258163	5.088723855016715	+	PAY
CELESTRAK	USA 164 (MILSTAR-2 3)		2002-001A	27168	2002-01-16	US												2026-08-03T03:59:24.453600	42163944.23458063	0.00982902	0.19608250547380696	0.37709060219813884	0.16613789149734023	6.273113012066328	+	PAY
CELESTRAK	INTELSAT 904 (IS-904)		2002-007A	27380	2002-02-23	ITSO												2026-08-03T10:35:37.006656	42165186.11211284	0.00045414	0.12273678898799724	1.197353462733426	0.7741861682826366	5.698473827822705	+	PAY
CELESTRAK	AQUA		2002-022A	27424	2002-05-04	US												2026-08-03T14:43:06.516768	7064360.718531686	0.00016017	1.7179572533353025	3.2437572466845332	1.7165627352629589	5.511308209497338	+	PAY
CELESTRAK	DIRECTV 5 (TEMPO 1)		2002-023A	27426	2002-05-07	US												2026-08-03T13:38:35.007936	42164761.95720159	0.00032364	0.08714254422282487	1.3038988322506715	1.2535635366231552	4.540648581988449	+	PAY
CELESTRAK	INTELSAT 905 (IS-905)		2002-027A	27438	2002-06-05	ITSO												2026-08-03T10:38:37.707936	42164853.34724587	0.00031951	0.11984128775893864	1.208059312365159	1.2510328092077634	3.3787008684609785	+	PAY
CELESTRAK	GALAXY 3C (G-3C)		2002-030A	27445	2002-06-15	US												2026-08-03T15:09:25.553664	42164930.440459706	0.00015971	0.06723706410382954	1.3502390692203732	0.736213039746996	5.675229532844645	+	PAY
CELESTRAK	COSMOS 2390		2002-036A	27464	2002-07-08	CIS												2026-08-03T15:06:39.467808	7865196.375352943	0.00261496	1.4396889387143346	5.502874778551701	2.666707762743908	3.6207658184078286	+	PAY
CELESTRAK	COSMOS 2391		2002-036B	27465	2002-07-08	CIS												2026-08-03T15:12:58.534848	7863837.620675458	0.00271081	1.4396767214095705	5.441978495620367	2.56436165540696	3.7236791577516737	+	PAY
CELESTRAK	INTELSAT 906 (IS-906)		2002-041A	27513	2002-09-06	ITSO												2026-08-03T04:12:15.722208	42164805.129123986	0.00030798	0.10329033046227641	1.2624106106015145	0.7843614378217637	5.614603775947371	+	PAY
CELESTRAK	LATINSAT B		2002-058B	27606	2002-12-20	ARGN												2026-08-03T05:06:37.604736	7016700.129498032	0.00868665	1.1266833359909234	1.8599397879850412	4.551560380471916	1.7163882023377597	+	PAY
CELESTRAK	SAUDISAT 1C (SO-50)		2002-058C	27607	2002-12-20	SAUD												2026-08-03T15:01:45.311232	6997564.60473296	0.00738988	1.1266711186861593	5.972497501702823	4.428654294546475	1.8422578573330868	+	PAY
CELESTRAK	LATINSAT A		2002-058H	27612	2002-12-20	ARGN												2026-08-03T08:20:44.016288	6989999.116193223	0.00505701	1.1266711186861593	3.057207729585119	4.203585360855547	2.072690187815394	+	PAY
CELESTRAK	NIMIQ 2		2002-062A	27632	2002-12-29	CA												2026-08-03T13:38:35.007936	42164911.65771697	0.00054583	0.16668417955321443	0.9840759734689709	1.3423274917210828	4.787850035923916	+	PAY
CELESTRAK	CORIOLIS		2003-001A	27640	2003-01-06	US												2026-08-03T11:29:47.787648	7203636.161731246	0.00151847	1.7228930444599424	3.8684350205828317	1.357370484544022	4.9308343895643	+	PAY
CELESTRAK	SORCE		2003-004A	27651	2003-01-25	US												2026-08-03T10:08:39.939072	6932897.721149825	0.0016892	0.6979973104453282	6.145871528278932	0.46807287077535126	5.818018409608806	+	PAY
CELESTRAK	NAVSTAR 51 (USA 166)		2003-005A	27663	2003-01-29	US												2026-08-03T00:02:07.657728	26560842.4938507	0.01487397	0.9577808429584242	3.7194519703033437	0.9298032150489551	5.728589484065869	+	PAY
CELESTRAK	USA 167		2003-008A	27691	2003-03-11	US												2026-08-03T13:35:12.831072	42165610.838392995	0.00028996	0.1928815716256493	0.7499470356309395	5.353514737153782	0.7733100129981355	+	PAY
CELESTRAK	NAVSTAR 52 (USA 168)		2003-010A	27704	2003-03-31	US												2026-08-03T07:41:54.545280	27396238.027452715	0.00053405	0.9561123081935176	5.64503184612664	4.335340266088599	2.8230438851620483	B	PAY
CELESTRAK	USA 169 (MILSTAR-2 4)		2003-012A	27711	2003-04-08	US												2026-08-03T15:06:35.875296	42165135.65029536	0.00982991	0.2167506944759238	0.5138493663966586	0.19079764849876812	5.072352666633008	+	PAY
CELESTRAK	ASIASAT 4		2003-014A	27718	2003-04-12	AC												2026-08-03T10:48:53.211168	42164983.42472735	0.00027546	0.08414406856789863	1.3114473812655472	1.018474667696527	2.2392172877359284	+	PAY
CELESTRAK	HELLAS-SAT 2		2003-020A	27811	2003-05-13	GREC												2026-08-03T08:59:07.538784	42164680.65972563	0.00050404	0.13030977261240062	1.1747200329935634	1.8266650857957694	4.620799337227783	+	PAY
CELESTRAK	THURAYA-2		2003-026A	27825	2003-06-10	UAE												2026-08-03T02:23:59.106624	42164310.901322484	0.00019311	0.1554966190479308	0.55402859110682	0.6709237630883922	5.611422040720985	+	PAY
CELESTRAK	OPTUS C1		2003-028B	27831	2003-06-11	AUS												2026-08-03T11:33:14.688864	42164506.85264322	0.00055341	0.12221144488314695	1.2011862057708054	1.1255192013798432	2.579828763238134	+	PAY
CELESTRAK	MOST		2003-031D	27843	2003-06-30	CA												2026-08-03T12:25:36.320736	7198990.979978944	0.00109049	1.722746436802775	3.8848568235148466	1.9760739964127436	4.311172691936234	+	PAY
CELESTRAK	CUTE-1 (CO-55)		2003-031E	27844	2003-06-30	JPN												2026-08-03T10:53:55.771872	7188774.971437942	0.001057	1.7222088753931606	3.899442540073763	0.9252356883964858	5.3616916046993754	+	PAY
CELESTRAK	CUBESAT XI-IV (CO-57)		2003-031J	27848	2003-06-30	JPN												2026-08-03T11:11:33.508320	7191193.137141864	0.00106579	1.7222629805999725	3.893972678198013	1.2190636132989832	5.06817958439149	+	PAY
CELESTRAK	SCISAT 1		2003-036A	27858	2003-08-13	CA												2026-08-03T13:30:51.059808	7002729.344399591	0.0006444	1.290302717377636	1.3475826780988378	2.407845764075865	3.8782577336130557	+	PAY
CELESTRAK	COSMOS 2400		2003-037A	27868	2003-08-19	CIS												2026-08-03T15:07:22.350720	7862810.607649485	0.00204589	1.4394271393265354	5.237834314331598	5.4699439062250725	0.8121558061597732	+	PAY
CELESTRAK	COSMOS 2401		2003-037B	27869	2003-08-19	CIS												2026-08-03T13:56:06.720576	7861493.426144073	0.00211714	1.4394027047170075	5.174819201688343	5.383216750364222	0.8985391321579806	+	PAY
CELESTRAK	USA 170		2003-040A	27875	2003-08-29	US												2026-08-03T04:05:51.571392	42165239.657873146	0.00014624	0.18492461556580717	0.8288271911748232	1.5248103916633502	4.582196144832173	+	PAY
CELESTRAK	MOZHAETS 4 (RS22)		2003-042A	27939	2003-09-27	CIS												2026-08-03T14:46:46.703712	7027911.371115612	0.00123574	1.7164981580806353	0.7211752829118131	2.00748817761939	5.840623914080636	+	PAY
CELESTRAK	LARETS		2003-042F	27944	2003-09-27	CIS												2026-08-03T14:53:20.047488	7058823.115205879	0.0011109	1.7177687577760872	0.3287048393451001	4.295632280276476	1.9876176040854343	+	PAY
CELESTRAK	GALAXY 13 (HORIZONS-1)		2003-044A	27954	2003-10-01	US												2026-08-03T13:27:13.596192	42164146.34882468	0.00020805	0.0268396732371688	1.4526654617029124	0.8894581840598543	4.009640883715433	+	PAY
CELESTRAK	DMSP 5D-3 F16 (USA 172)		2003-048A	28054	2003-10-18	US												2026-08-03T15:18:14.827968	7222198.288793144	0.00073943	1.7276752466104068	4.184908592529956	0.38010653114558507	1.4781926473425813	B	PAY
CELESTRAK	CHUANGXIN 1 (CX-1)		2003-049B	28058	2003-10-21	PRC												2026-08-03T06:46:40.871136	7108344.475088471	0.00133549	1.7191789838116986	2.001594200735405	0.7678453871101414	5.51927389220344	+	PAY
CELESTRAK	YAMAL 202		2003-053A	28089	2003-11-24	CIS												2026-08-03T15:22:27.515136	42164583.94427325	0.0003524	0.11272732572780976	1.2278356381195068	1.3571575543752785	3.460349116198525	+	PAY
CELESTRAK	UFO 11 (USA 174)		2003-057A	28117	2003-12-18	US												2026-08-03T12:48:47.282112	42164701.96523316	0.00031261	0.15630994247936014	0.5857988194808728	2.0279329644772512	1.2227096061063996	+	PAY
